token,driving_direction_compliance_run1,ego_progress_run1,score_run1,driving_direction_compliance_run2,ego_progress_run2,score_run2
b432924be8c151d8,1.0,0.8425006917324354,0.934375288221848,1.0,0.8425007032589447,0.9343752930245603
5177cf8521f05855,1.0,0.9192262166176548,0.9663442569240228,1.0,0.6779147112357092,0.8657977963482123
b1b1e99705dc5afc,1.0,0.9269709724681772,0.9695712385284072,1.0,0.805729675670827,0.9190540315295112
93092fbeb57f5e9a,1.0,1.0,1.0,1.0,0.8491088700620562,0.93712869585919
c6c94bd6691c5008,1.0,1.0,0.5833333333333334,1.0,0.7237134697029474,0.4682139457095614
27d74807a89a5268,1.0,1.0,1.0,1.0,0.9530307721264566,0.9804294883860236
12177b43d67d51a7,1.0,1.0,1.0,1.0,0.6987290407013069,0.8744704336255446
8a5809217c605979,1.0,0.9858379270015444,0.9940991362506436,1.0,0.7406605097909693,0.8919418790795706
4d6e0b4cf60f5e98,1.0,1.0,1.0,1.0,0.6309735731345917,0.8462389888060798
a4778444628f5c49,1.0,1.0,1.0,1.0,0.7693574007837892,0.9038989169932456
83a9fe7e03fd5755,1.0,0.6572961841857128,0.8572067434107137,1.0,0.6572962051774653,0.8572067521572772
f4eec162c14e5bfa,1.0,1.0,1.0,1.0,0.5661191450280804,0.8192163104283668
bb73caa6692856bf,1.0,1.0,1.0,1.0,0.7947873724599809,0.914494738524992
535e19c081ec5c28,1.0,0.8509191397243522,0.9378829748851466,1.0,0.6799411231637484,0.8666421346515619
530176929c015182,1.0,1.0,1.0,1.0,0.87505412001659,0.947939216673579
88b49de4eea35896,1.0,0.902497710981122,0.9593740462421342,1.0,0.5381549830074669,0.8075645762531112
2696e377ac3e579b,1.0,0.9589764172617128,0.9829068405257136,1.0,0.5323234519916001,0.8051347716631666
ed7a0f74484d58a8,1.0,1.0,1.0,1.0,0.0742198777429281,0.6142582823928867
average,1.0,0.9069929978416068,0.9266942369055476,0.9959349593495936,0.6626281321153126,0.8215833774494913
